,accession,pred_prob,protein,protein_probability,mRNA,y
2919,YPL070W,0.628656268119812,YPL070W,1.0,0.89,0
2920,YHR071W,0.3478849530220032,YHR071W,0.22,1.84,0
2921,YNL167C,0.6493699550628662,YNL167C,0.42,0.63,0
2922,YNL240C,0.5309076905250549,YNL240C,0.0,1.3,1
2923,YOR145C,0.24772070348262787,YOR145C,0.0,2.35,1
2924,YMR255W,0.5947191715240479,YMR255W,0.0,1.71,0
2925,YCR032W,0.594057559967041,YCR032W,0.89,0.8,0
2926,YKL011C,0.5532587170600891,YKL011C,0.0,0.65,0
2927,YGL078C,0.5674657821655273,YGL078C,0.0,4.85,1
2928,YMR194W,0.9447945952415466,YMR194W,1.0,17.39,1
2929,YKL151C,0.4519387483596802,YKL151C,0.0,1.58,1
2930,YCR020C-A,0.29047155380249023,YCR020C-A,0.0,2.81,0
2931,YIL092W,0.6400719285011292,YIL092W,0.36,0.59,0
2932,YOR310C,0.5672985911369324,YOR310C,0.0,9.72,1
2933,YAL011W,0.29109159111976624,YAL011W,0.0,0.81,0
2934,YBR160W,0.3164389729499817,YBR160W,0.0,1.53,1
2935,YDR415C,0.28498080372810364,YDR415C,0.0,1.02,0
2936,YMR104C,0.6378540992736816,YMR104C,0.0,0.71,0
2937,YDR422C,0.5386019349098206,YDR422C,0.0,0.56,0
2938,YBL093C,0.39053037762641907,YBL093C,0.0,1.52,0
2939,YPR053C,0.17776066064834595,YPR053C,0.0,1.66,0
2940,YNL207W,0.6024199724197388,YNL207W,0.0,1.24,1
2941,YNL152W,0.4419649541378021,YNL152W,0.0,1.09,0
2942,YPL202C,0.4673401415348053,YPL202C,0.0,0.91,0
2943,YDL016C,0.21803921461105347,YDL016C,0.0,5.74,0
2944,YAR007C,0.4083951413631439,YAR007C,0.0,1.37,1
2945,YMR288W,0.22740523517131805,YMR288W,0.0,0.66,1
2946,YBR076W,0.26513272523880005,YBR076W,0.0,0.98,0
2947,YAL034W-A,0.3899216055870056,YAL034W-A,0.0,1.41,0
2948,YDR045C,0.4497107267379761,YDR045C,0.0,3.33,0
2949,YOL104C,0.17776066064834595,YOL104C,0.0,0.39,0
2950,YCR084C,0.2240644246339798,YCR084C,0.0,1.64,1
2951,YOR042W,0.5426782369613647,YOR042W,0.0,1.76,1
2952,YDL033C,0.5559149980545044,YDL033C,0.0,0.79,0
2953,YGR166W,0.2641245424747467,YGR166W,0.0,0.82,0
2954,YGR254W,0.9447348713874817,YGR254W,1.0,41.85,1
2955,YCL050C,0.9447053074836731,YCL050C,1.0,2.98,1
2956,YCR092C,0.626461923122406,YCR092C,0.45,0.58,0
2957,YBR264C,0.3705880045890808,YBR264C,0.0,0.97,0
2958,YCL032W,0.17776066064834595,YCL032W,0.0,1.0,0
2959,YML058W,0.2909150719642639,YML058W,0.0,7.53,0
2960,YER090W,0.8346081376075745,YER090W,1.0,1.67,1
2961,YFR004W,0.6173079013824463,YFR004W,0.0,2.89,1
2962,YOR157C,0.6963992714881897,YOR157C,0.79,2.92,1
2963,YBR203W,0.35463401675224304,YBR203W,0.0,0.54,0
2964,YMR316W,0.5443068146705627,YMR316W,0.0,2.63,0
2965,YML057W,0.775438129901886,YML057W,0.94,1.25,1
2966,YOR295W,0.4002950191497803,YOR295W,0.0,0.9,0
2967,YDR129C,0.8270717859268188,YDR129C,0.78,4.02,1
2968,YDL031W,0.4744652211666107,YDL031W,0.0,1.93,1
2969,YJR097W,0.23160824179649353,YJR097W,0.0,0.68,0
2970,YLL040C,0.9450458884239197,YLL040C,1.0,1.55,1
2971,YDR461W,0.1810947060585022,YDR461W,0.0,5.62,0
2972,YHR107C,0.4286659359931946,YHR107C,0.0,1.05,1
2973,YOL041C,0.5195934772491455,YOL041C,0.0,2.5,1
2974,YLR437C,0.246076300740242,YLR437C,0.31,1.22,0
2975,YEL016C,0.5225092768669128,YEL016C,0.0,0.78,0
2976,YJR082C,0.2087879329919815,YJR082C,0.0,1.68,0
2977,YML054C,0.5501720309257507,YML054C,0.0,0.52,1
2978,YDR059C,0.5769273638725281,YDR059C,0.0,1.32,0
2979,YMR086C-A,0.314455509185791,YMR086C-A,0.0,1.83,0
2980,YKR018C,0.5771983861923218,YKR018C,0.29,1.68,1
2981,YDR496C,0.5838881731033325,YDR496C,0.0,2.31,1
2982,YML042W,0.47165411710739136,YML042W,0.0,0.4,1
2983,YML088W,0.4465041756629944,YML088W,0.0,0.7,0
2984,YIL094C,0.6378540992736816,YIL094C,0.0,3.4,1
2985,YOL136C,0.618971049785614,YOL136C,0.0,1.63,0
2986,YHR011W,0.5030626654624939,YHR011W,0.0,0.33,0
2987,YLR192C,0.6341716051101685,YLR192C,0.0,4.31,1
2988,YDR398W,0.607665479183197,YDR398W,0.0,1.73,1
2989,YJR101W,0.5284292101860046,YJR101W,0.0,2.23,1
2990,YDR150W,0.5828214883804321,YDR150W,0.56,1.03,1
2991,YKL181W,0.6378540992736816,YKL181W,0.0,5.56,1
2992,YBL041W,0.5499760508537292,YBL041W,0.0,3.72,1
2993,YGR099W,0.5388408303260803,YGR099W,0.0,0.51,0
2994,YPL211W,0.5260522961616516,YPL211W,0.0,4.13,1
2995,YGR244C,0.5637724995613098,YGR244C,0.0,1.35,1
2996,YGL093W,0.5724056363105774,YGL093W,0.0,0.73,0
2997,YML037C,0.6759308576583862,YML037C,0.3,0.45,0
2998,YML002W,0.8187434673309326,YML002W,0.66,0.51,0
2999,YDL127W,0.3613305687904358,YDL127W,0.5,0.68,0
3000,YOR129C,0.4118759334087372,YOR129C,0.0,0.75,0
3001,YPL113C,0.613976240158081,YPL113C,0.31,0.5,0
3002,YER101C,0.3359309434890747,YER101C,0.0,0.31,0
3003,YBR154C,0.6198037266731262,YBR154C,0.0,4.79,1
3004,YPR066W,0.42413249611854553,YPR066W,0.25,0.93,0
3005,YOR363C,0.5175591111183167,YOR363C,0.0,1.3,0
3006,YIL082W,0.1917891800403595,YIL082W,0.0,0.34,0
3007,YDL043C,0.4041580855846405,YDL043C,0.0,0.97,0
3008,YGL174W,0.24176998436450958,YGL174W,0.0,0.49,0
3009,YHL015W,0.9448164105415344,YHL015W,1.0,57.12,1
3010,YKR101W,0.5543816089630127,YKR101W,0.0,0.45,0
3011,YMR227C,0.5713070034980774,YMR227C,0.0,0.59,0
3012,YML049C,0.2856801450252533,YML049C,0.21,0.91,1
3013,YKR019C,0.5099939107894897,YKR019C,0.81,0.38,0
3014,YAL005C,0.9447886347770691,YAL005C,1.0,9.78,1
3015,YPL015C,0.6378540992736816,YPL015C,0.0,1.85,0
3016,YER168C,0.41495609283447266,YER168C,0.0,0.74,1
3017,YNL056W,0.28176143765449524,YNL056W,0.0,2.01,0
3018,YOL098C,0.545392632484436,YOL098C,0.0,1.23,1
3019,YOR304W,0.4260624051094055,YOR304W,0.0,0.92,0
3020,YPR171W,0.23887810111045837,YPR171W,0.0,0.59,1
3021,YJL122W,0.5968905091285706,YJL122W,0.42,1.95,0
3022,YKL128C,0.48646318912506104,YKL128C,0.0,1.67,1
3023,YNL267W,0.3302100896835327,YNL267W,0.0,1.06,1
3024,YMR075W,0.40233927965164185,YMR075W,0.0,0.65,0
3025,YLR008C,0.31791073083877563,YLR008C,0.0,1.84,0
3026,YBR157C,0.4238889813423157,YBR157C,0.0,0.71,0
3027,YPL122C,0.6865624785423279,YPL122C,0.58,0.88,0
3028,YJL106W,0.3923434019088745,YJL106W,0.25,0.54,0
3029,YKR028W,0.4622367024421692,YKR028W,0.0,1.16,1
3030,YMR265C,0.37329602241516113,YMR265C,0.0,0.52,0
3031,YBL084C,0.47591137886047363,YBL084C,0.38,0.72,0
3032,YAL017W,0.22944800555706024,YAL017W,0.0,1.36,1
3033,YBR058C,0.819574236869812,YBR058C,0.7,0.72,1
3034,YMR168C,0.3829078674316406,YMR168C,0.0,0.51,0
3035,YLR380W,0.6159652471542358,YLR380W,0.46,1.21,1
3036,YOR046C,0.5755616426467896,YOR046C,0.25,4.34,1
3037,YJL001W,0.575950562953949,YJL001W,0.0,3.75,1
3038,YPL203W,0.38356009125709534,YPL203W,0.0,1.29,0
3039,YPR131C,0.294177770614624,YPR131C,0.0,1.15,0
3040,YDR392W,0.2412690967321396,YDR392W,0.0,0.83,0
3041,YLR409C,0.44523316621780396,YLR409C,0.0,1.14,1
3042,YGR167W,0.35684335231781006,YGR167W,0.0,2.38,1
3043,YMR096W,0.5100095868110657,YMR096W,0.0,0.66,0
3044,YDR007W,0.5958099365234375,YDR007W,0.0,1.76,0
3045,YGR223C,0.3869516849517822,YGR223C,0.0,0.86,0
3046,YNL064C,0.9450388550758362,YNL064C,1.0,7.58,1
3047,YLR399C,0.2719966769218445,YLR399C,0.0,1.17,1
3048,YLR287C-A,0.6281302571296692,YLR287C-A,0.0,30.97,1
3049,YGR173W,0.5252680778503418,YGR173W,0.0,1.86,1
3050,YIL008W,0.38408780097961426,YIL008W,0.0,3.25,0
3051,YPL225W,0.34533628821372986,YPL225W,0.56,5.74,1
3052,YLR333C,0.9299403429031372,YLR333C,1.0,29.45,1
3053,YOR112W,0.19031506776809692,YOR112W,0.0,0.81,1
3054,YKR092C,0.5157683491706848,YKR092C,0.0,2.38,1
3055,YMR120C,0.6888259053230286,YMR120C,0.59,7.91,1
3056,YOR319W,0.4155118763446808,YOR319W,0.0,0.99,0
3057,YHR085W,0.29511046409606934,YHR085W,0.0,1.18,0
3058,YPL278C,0.3083561658859253,YPL278C,0.0,0.59,0
3059,YDR085C,0.29027798771858215,YDR085C,0.0,1.24,0
3060,YHR156C,0.4886782169342041,YHR156C,0.0,0.77,0
3061,YOL054W,0.532042920589447,YOL054W,0.0,0.69,0
3062,YHR144C,0.5756688117980957,YHR144C,0.0,1.17,0
3063,YNL112W,0.9447488188743591,YNL112W,1.0,6.23,1
3064,YPL037C,0.8948490619659424,YPL037C,0.88,18.37,1
3065,YER151C,0.5612952709197998,YER151C,0.0,0.89,1
3066,YDR075W,0.27946433424949646,YDR075W,0.0,0.9,0
3067,YER155C,0.603314220905304,YER155C,0.95,2.15,1
3068,YLR257W,0.4559272825717926,YLR257W,0.0,2.53,1
3069,YOL145C,0.7690478563308716,YOL145C,0.61,1.74,1
3070,YNL295W,0.26717162132263184,YNL295W,0.0,0.65,0
3071,YNL024C,0.6378540992736816,YNL024C,0.0,1.13,0
3072,YLR206W,0.46901369094848633,YLR206W,0.0,1.78,1
3073,YJL010C,0.5403686761856079,YJL010C,0.0,1.39,1
3074,YOL008W,0.3834478557109833,YOL008W,0.0,0.83,0
3075,YHR166C,0.41318681836128235,YHR166C,0.0,0.78,0
3076,YMR191W,0.2108313888311386,YMR191W,0.0,1.23,0
3077,YOL004W,0.42722442746162415,YOL004W,0.0,1.22,1
3078,YPR010C,0.6112737655639648,YPR010C,0.26,3.36,1
3079,YAR002W,0.48555704951286316,YAR002W,0.0,1.21,1
3080,YJR005W,0.4528466463088989,YJR005W,0.0,0.94,1
3081,YMR084W,0.8111488223075867,YMR084W,0.61,0.48,0
3082,YBL052C,0.47856736183166504,YBL052C,0.65,0.94,0
3083,YHR064C,0.9449435472488403,YHR064C,1.0,8.29,1
3084,YMR016C,0.4033164083957672,YMR016C,0.0,0.49,0
3085,YOL157C,0.8787292838096619,YOL157C,0.8,0.22,0
3086,YPL116W,0.31302815675735474,YPL116W,0.0,0.7,1
3087,YNL122C,0.5928258299827576,YNL122C,0.0,1.28,0
3088,YGR008C,0.511522650718689,YGR008C,0.4,8.26,1
3089,YOL113W,0.5941956043243408,YOL113W,0.87,0.5,0
3090,YKR004C,0.35297074913978577,YKR004C,0.28,0.74,0
3091,YNL197C,0.4547071158885956,YNL197C,0.0,0.91,1
3092,YDR215C,0.4580736756324768,YDR215C,0.0,0.84,0
3093,YLR107W,0.3655548393726349,YLR107W,0.0,1.14,0
3094,YNL100W,0.22876419126987457,YNL100W,0.0,1.49,0
3095,YDR283C,0.567768931388855,YDR283C,0.58,0.87,1
3096,YMR203W,0.6515257954597473,YMR203W,0.2,1.83,1
3097,YDR289C,0.24621306359767914,YDR289C,0.0,0.83,0
3098,YPR016C,0.6148792505264282,YPR016C,0.0,3.82,1
3099,YNR051C,0.43530067801475525,YNR051C,0.0,3.27,1
3100,YBL077W,0.17776066064834595,YBL077W,0.0,4.68,0
3101,YOR230W,0.7184776067733765,YOR230W,1.0,10.2,1
3102,YNL211C,0.4628151059150696,YNL211C,0.0,1.25,0
3103,YBL001C,0.434203565120697,YBL001C,0.0,3.48,0
3104,YDR254W,0.21903079748153687,YDR254W,0.0,0.34,0
3105,YEL029C,0.4528466761112213,YEL029C,0.0,0.91,0
3106,YBL010C,0.23817269504070282,YBL010C,0.0,0.48,0
3107,YER111C,0.20924535393714905,YER111C,0.0,0.8,1
3108,YNR001C,0.40591198205947876,YNR001C,0.0,2.05,1
3109,YPR072W,0.3498607873916626,YPR072W,0.0,1.65,1
3110,YNL066W,0.2960888743400574,YNL066W,0.0,4.24,0
3111,YPL004C,0.5523518323898315,YPL004C,0.0,5.81,1
3112,YGL068W,0.41523635387420654,YGL068W,0.0,2.27,1
3113,YDR163W,0.24432745575904846,YDR163W,0.0,0.92,0
3114,YBR234C,0.34792980551719666,YBR234C,0.0,3.47,1
3115,YLR028C,0.6097145080566406,YLR028C,0.0,2.44,1
3116,YGR110W,0.6338726878166199,YGR110W,0.0,0.27,0
3117,YGL097W,0.37272459268569946,YGL097W,0.0,1.85,1
3118,YNL290W,0.41364964842796326,YNL290W,0.0,0.94,1
3119,YJR123W,0.9447298645973206,YJR123W,1.0,52.84,1
3120,YDR333C,0.658365786075592,YDR333C,0.23,0.93,1
3121,YOR151C,0.484242707490921,YOR151C,0.0,4.28,1
3122,YNL073W,0.59377521276474,YNL073W,0.0,0.69,0
3123,YGR017W,0.1857583224773407,YGR017W,0.0,2.32,0
3124,YGL128C,0.25471600890159607,YGL128C,0.0,0.59,0
3125,YGL145W,0.6048799157142639,YGL145W,0.0,0.82,0
3126,YOR003W,0.21643328666687012,YOR003W,0.0,0.36,0
3127,YDL084W,0.595033586025238,YDL084W,0.0,6.75,1
3128,YKL127W,0.9326127171516418,YKL127W,0.93,1.4,1
3129,YER173W,0.5175327658653259,YER173W,0.0,0.98,0
3130,YPR063C,0.3767862915992737,YPR063C,0.0,2.73,0
3131,YPR191W,0.3811940848827362,YPR191W,0.0,2.56,1
3132,YOR033C,0.27151817083358765,YOR033C,0.0,0.79,0
3133,YER143W,0.2170756757259369,YER143W,0.0,0.68,1
3134,YMR259C,0.5323935747146606,YMR259C,0.0,1.05,1
3135,YLR049C,0.22192835807800293,YLR049C,0.0,1.44,0
3136,YOR221C,0.6376504302024841,YOR221C,0.0,1.09,0
3137,YMR225C,0.6004167199134827,YMR225C,0.0,1.78,0
3138,YPR051W,0.47897395491600037,YPR051W,0.0,3.1,0
3139,YHR116W,0.5112614035606384,YHR116W,0.42,0.59,0
3140,YOL094C,0.26347801089286804,YOL094C,0.0,1.16,1
3141,YMR283C,0.22043706476688385,YMR283C,0.0,0.77,0
3142,YBR127C,0.9449859261512756,YBR127C,1.0,8.56,1
3143,YAL001C,0.5594121813774109,YAL001C,0.0,1.89,0
3144,YGR222W,0.2709365785121918,YGR222W,0.0,1.16,0
3145,YDR396W,0.1780964881181717,YDR396W,0.0,1.33,0
3146,YKR008W,0.31163930892944336,YKR008W,0.21,0.99,1
3147,YMR067C,0.2578270137310028,YMR067C,0.0,0.86,1
3148,YOR337W,0.31385162472724915,YOR337W,0.27,1.09,0
3149,YLR067C,0.5919286012649536,YLR067C,0.0,0.92,0
3150,YJL167W,0.9435734748840332,YJL167W,0.99,6.64,1
3151,YCR035C,0.29347094893455505,YCR035C,0.0,1.8,0
3152,YJL052W,0.9403088688850403,YJL052W,1.0,38.54,1
3153,YGR145W,0.48545512557029724,YGR145W,0.35,1.58,1
3154,YBR175W,0.26277589797973633,YBR175W,0.0,0.98,0
3155,YNL274C,0.6057047247886658,YNL274C,0.0,0.76,1
3156,YPR164W,0.2629501521587372,YPR164W,0.0,1.23,0
3157,YML041C,0.20253337919712067,YML041C,0.0,0.85,0
3158,YGR028W,0.5234718322753906,YGR028W,0.0,1.53,0
3159,YLR194C,0.22117973864078522,YLR194C,0.0,1.46,0
3160,YHR219W,0.3359423875808716,YHR219W,0.0,3.17,0
3161,YHR052W,0.4861687123775482,YHR052W,0.23,2.51,1
3162,YML017W,0.32724201679229736,YML017W,0.0,1.13,1
3163,YIL091C,0.27088162302970886,YIL091C,0.0,1.27,1
3164,YGL095C,0.4011842906475067,YGL095C,0.0,0.72,1
3165,YJL199C,0.5703075528144836,YJL199C,0.0,0.74,0
3166,YBR163W,0.5156654119491577,YBR163W,0.81,0.89,0
3167,YPR186C,0.23252971470355988,YPR186C,0.0,0.79,0
3168,YLR406C,0.6174135804176331,YLR406C,0.0,15.82,1
3169,YKL224C,0.1792464703321457,YKL224C,0.0,0.29,0
3170,YGR030C,0.19832397997379303,YGR030C,0.0,1.02,0
3171,YLL064C,0.18006303906440735,YLL064C,0.0,0.76,0
3172,YHR154W,0.4235433340072632,YHR154W,0.34,1.27,1
3173,YDR094W,0.5946894288063049,YDR094W,0.0,1.23,0
3174,YDR472W,0.2727055549621582,YDR472W,0.0,1.78,0
3175,YDL021W,0.5892703533172607,YDL021W,0.0,0.32,1
3176,YIL055C,0.3755325376987457,YIL055C,0.0,0.2,0
3177,YDR239C,0.35561591386795044,YDR239C,0.0,0.77,0
3178,YCR033W,0.45306533575057983,YCR033W,0.0,1.53,0
3179,YKL055C,0.7061121463775635,YKL055C,0.7,0.35,0
3180,YGR256W,0.8864166140556335,YGR256W,0.83,0.7,1
3181,YJR047C,0.6337607502937317,YJR047C,0.0,7.92,1
3182,YOR038C,0.8069317936897278,YOR038C,0.67,0.75,0
3183,YML098W,0.21149353682994843,YML098W,0.0,0.87,0
3184,YIL124W,0.6381012797355652,YIL124W,0.23,2.07,1
3185,YDR350C,0.29423120617866516,YDR350C,0.0,0.73,0
3186,YDR368W,0.7224147915840149,YDR368W,0.98,2.24,1
3187,YDR232W,0.6518203020095825,YDR232W,0.47,1.51,1
3188,YOL067C,0.5279828906059265,YOL067C,0.0,0.38,0
3189,YJR043C,0.5107999444007874,YJR043C,0.0,1.13,1
3190,YER037W,0.31201523542404175,YER037W,0.0,2.15,0
3191,YHR203C,0.944871187210083,YHR203C,1.0,41.58,1
3192,YDR171W,0.43565094470977783,YDR171W,0.0,1.16,1
3193,YDR518W,0.6378540992736816,YDR518W,0.0,0.99,1
3194,YMR290C,0.4843297004699707,YMR290C,0.0,1.4,1
3195,YPR030W,0.3329758644104004,YPR030W,0.0,1.65,0
3196,YDR499W,0.7981162667274475,YDR499W,0.94,0.45,0
3197,YLR250W,0.3276672661304474,YLR250W,0.28,1.6,1
3198,YPL236C,0.45731809735298157,YPL236C,0.0,0.71,0
3199,YCL051W,0.3600938618183136,YCL051W,0.0,0.39,0
3200,YGL176C,0.6378540992736816,YGL176C,0.0,0.46,0
3201,YPL252C,0.5726176500320435,YPL252C,0.0,1.66,0
3202,YPL138C,0.3999832272529602,YPL138C,0.0,0.92,0
3203,YMR228W,0.4945346415042877,YMR228W,0.0,0.78,0
3204,YGR163W,0.3978109657764435,YGR163W,0.0,0.71,0
3205,YDR131C,0.35929006338119507,YDR131C,0.0,0.49,0
3206,YOR130C,0.46824410557746887,YOR130C,0.24,0.75,0
3207,YNL314W,0.21903079748153687,YNL314W,0.0,0.47,0
3208,YLR128W,0.4659018814563751,YLR128W,0.0,0.56,0
